client_id,client_type,gender,country,region,age,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,total_spend,units_bought,avg_area_sqft,cluster_id,segment
C0511,Individual,F,Uk,England,69,Home,2,No,Website,1090537.6,3,1179.5233333333333,0,C1 — Global Investors
C0512,Individual,F,Usa,Arizona,78,Home,1,No,Client,1448158.1400000001,3,1654.4733333333334,2,C1 — Global Investors
C0513,Individual,M,Usa,Florida,24,Home,2,Yes,Agency,974596.63,3,1049.5133333333333,1,C1 — Global Investors
C0514,Individual,F,Usa,Oregon,46,Home,1,Yes,Website,1528027.54,4,1316.0375,2,C1 — Global Investors
C0515,Individual,F,Usa,California,60,Home,1,Yes,Website,1561824.93,4,1342.7925,2,C1 — Global Investors
C0516,Individual,M,Usa,Utah,77,Home,3,No,Website,1437837.49,4,1196.8899999999999,2,C1 — Global Investors
C0517,Individual,M,Usa,California,64,Home,5,No,Client,1115807.0,4,939.4875,1,C1 — Global Investors
C0518,Company,F,Usa,New York,61,Home,3,No,Website,1633111.65,4,1196.9724999999999,3,C3 — Corporate Buyers
C0519,Individual,F,Usa,Arizona,48,Investment,3,No,Agency,981719.26,3,1108.9966666666667,1,C1 — Global Investors
C0520,Individual,F,Usa,Oregon,53,Home,3,Yes,Agency,1033523.16,3,1108.9966666666667,1,C1 — Global Investors
C0521,Individual,F,Canada,British Columbia,56,Home,3,No,Website,1074306.5,4,872.6800000000001,1,C1 — Global Investors
C0522,Individual,F,Usa,Virginia,81,Home,5,No,Agency,993023.13,3,1240.6066666666666,0,C1 — Global Investors
C0523,Individual,F,Usa,Colorado,63,Home,2,No,Agency,928962.95,3,1058.6633333333332,0,C1 — Global Investors
C0524,Individual,M,Usa,Washington,70,Home,3,No,Website,801104.6900000001,3,897.3100000000001,1,C1 — Global Investors
C0525,Individual,M,Usa,Arizona,73,Home,4,Yes,Agency,1629457.52,4,1299.3274999999999,2,C1 — Global Investors
C0526,Individual,M,Germany,Bavaria,55,Home,5,No,Website,1301139.77,3,1592.1233333333332,2,C1 — Global Investors
C0527,Individual,M,Usa,California,44,Home,2,No,Website,1138099.7,3,1299.5366666666666,1,C1 — Global Investors
C0528,Individual,M,Usa,Washington,23,Investment,2,No,Client,1118472.87,3,1206.2733333333333,0,C1 — Global Investors
C0529,Individual,M,Usa,Nevada,50,Home,4,Yes,Website,1268138.95,4,1098.1675,1,C1 — Global Investors
C0530,Individual,F,Usa,Utah,71,Home,2,Yes,Agency,1559124.69,4,1246.7075,2,C1 — Global Investors
C0531,Individual,F,Usa,California,47,Home,1,No,Website,1911300.7799999998,4,1510.65,2,C1 — Global Investors
C0532,Individual,F,Belgium,Flanders,44,Home,2,No,Website,1075202.77,4,990.9875000000001,0,C1 — Global Investors
C0533,Individual,M,Usa,Nevada,60,Investment,1,No,Agency,990028.19,4,787.46,0,C1 — Global Investors
C0534,Individual,M,Usa,California,65,Investment,1,No,Agency,1133195.2,3,1371.6133333333335,0,C1 — Global Investors
C0535,Individual,F,Uk,Wales,36,Home,3,No,Agency,1299053.94,3,1386.32,1,C1 — Global Investors
C0536,Individual,F,Usa,Arizona,67,Investment,5,Yes,Website,983106.8400000001,3,1104.51,0,C1 — Global Investors
C0537,Individual,M,Usa,Florida,61,Home,2,No,Client,1490327.5,4,1239.145,2,C1 — Global Investors
C0538,Individual,M,Usa,California,54,Home,1,Yes,Agency,1206897.7000000002,4,1103.3225,0,C1 — Global Investors
C0539,Individual,M,Usa,California,32,Investment,1,Yes,Agency,1645321.2,4,1338.8999999999999,2,C1 — Global Investors
C0540,Individual,F,Usa,New York,26,Home,3,No,Agency,494173.31,3,577.2433333333333,0,C1 — Global Investors
C0541,Individual,M,Uk,Northern Ireland,23,Home,3,No,Agency,1721673.54,4,1296.5625,2,C1 — Global Investors
C0542,Company,M,Mexico,Mexico City,38,Home,3,No,Website,1195819.4,4,1024.3375,3,C3 — Corporate Buyers
C0543,Individual,F,Usa,Texas,76,Home,2,Yes,Website,753145.67,3,862.8699999999999,0,C1 — Global Investors
C0544,Individual,M,Usa,Utah,49,Home,2,No,Website,1636756.28,4,1326.2525,2,C1 — Global Investors
C0545,Individual,M,Usa,Colorado,81,Home,1,Yes,Agency,1260126.39,3,1452.2633333333333,1,C1 — Global Investors
C0546,Individual,M,Canada,Manitoba,56,Home,4,No,Client,795528.06,3,932.37,1,C1 — Global Investors
C0547,Individual,F,Usa,California,76,Investment,2,No,Agency,1178457.95,4,1028.3225,1,C1 — Global Investors
C0548,Individual,M,Usa,California,43,Home,2,No,Agency,1047476.9299999999,3,1186.4366666666667,0,C1 — Global Investors
C0549,Individual,M,Usa,Florida,51,Home,4,No,Website,941219.76,3,1082.75,1,C1 — Global Investors
C0550,Company,F,Usa,Nevada,56,Home,1,No,Agency,1414568.09,4,1123.6174999999998,3,C3 — Corporate Buyers
C0551,Individual,M,Usa,California,63,Investment,4,No,Website,1007397.56,3,1110.6233333333332,1,C1 — Global Investors
C0552,Individual,M,Usa,Virginia,58,Investment,3,No,Agency,1141476.56,3,1196.1733333333334,0,C1 — Global Investors
C0553,Individual,M,Usa,Arizona,45,Home,3,No,Website,821534.9400000001,3,897.3100000000001,0,C1 — Global Investors
C0554,Individual,M,Australia,Victoria,75,Home,1,Yes,Agency,1643592.85,4,1295.2649999999999,2,C1 — Global Investors
C0555,Individual,M,Usa,California,52,Investment,4,Yes,Agency,1064533.27,3,1162.6166666666666,0,C1 — Global Investors
C0556,Individual,M,Usa,Colorado,65,Home,5,No,Website,1335478.18,3,1526.9566666666667,2,C1 — Global Investors
C0557,Individual,F,Usa,Utah,82,Investment,2,No,Website,733161.98,3,791.0400000000001,1,C1 — Global Investors
C0558,Individual,F,Denmark,North Denmark,49,Home,3,No,Website,1033995.96,3,1092.54,1,C1 — Global Investors
C0559,Company,M,Usa,California,54,Home,5,No,Client,1004028.87,4,786.87,3,C3 — Corporate Buyers
C0560,Individual,F,Australia,South Australia,35,Home,3,No,Website,1433718.12,3,1500.72,0,C1 — Global Investors
C0561,Company,F,Usa,Arizona,61,Investment,3,No,Website,1589252.43,4,1298.145,3,C3 — Corporate Buyers
C0562,Individual,F,Usa,Utah,83,Investment,5,Yes,Website,1423675.7200000002,4,1154.105,1,C1 — Global Investors
C0563,Individual,M,Usa,California,32,Home,2,Yes,Agency,1012807.9299999999,4,842.75,0,C1 — Global Investors
C0564,Individual,M,Usa,Texas,71,Home,1,No,Agency,1135017.6,3,1250.3066666666666,1,C1 — Global Investors
C0565,Individual,M,France,Brittany,38,Home,1,No,Website,1043494.3200000001,3,1167.2766666666666,1,C1 — Global Investors
C0566,Individual,F,Usa,Oregon,23,Investment,4,Yes,Agency,1167701.9,4,965.295,1,C1 — Global Investors
C0567,Individual,F,Russia,Saint Petersburg,70,Investment,2,Yes,Agency,1869286.1,4,1546.3875,2,C1 — Global Investors
C0568,Individual,M,Usa,California,70,Home,3,No,Website,944335.88,3,1015.9399999999999,0,C1 — Global Investors
C0569,Individual,F,Usa,California,52,Home,5,Yes,Client,1384749.3,3,1460.493333333333,1,C1 — Global Investors
C0570,Individual,F,France,Occitanie,58,Home,5,Yes,Website,1527210.47,4,1310.8225,2,C1 — Global Investors
C0571,Individual,M,Usa,California,57,Home,3,No,Website,1549969.49,4,1458.93,2,C1 — Global Investors
C0572,Individual,F,Usa,California,30,Investment,5,No,Website,1519677.44,4,1228.8325,1,C1 — Global Investors
C0573,Company,M,Usa,Georgia,46,Home,4,Yes,Agency,785842.76,3,849.7466666666668,3,C3 — Corporate Buyers
C0574,Individual,M,Usa,California,55,Home,2,No,Agency,1261906.32,4,1052.2475,0,C1 — Global Investors
C0575,Individual,M,Usa,California,57,Investment,2,No,Website,1018391.27,3,1107.81,0,C1 — Global Investors
C0576,Individual,M,Germany,Hamburg,64,Home,1,No,Client,1047406.79,3,1082.8966666666668,1,C1 — Global Investors
C0577,Individual,M,Usa,Arizona,34,Home,3,No,Website,693899.0099999999,3,879.3433333333332,1,C1 — Global Investors
C0578,Individual,F,Usa,Arizona,24,Home,5,Yes,Client,707276.53,3,899.7566666666667,1,C1 — Global Investors
C0579,Individual,M,Usa,Texas,82,Investment,3,No,Website,1198428.6400000001,3,1299.5366666666666,1,C1 — Global Investors
C0580,Individual,F,Usa,California,75,Home,2,Yes,Client,2158954.7800000003,4,1726.0575,2,C1 — Global Investors
C0581,Individual,F,Usa,California,66,Investment,5,Yes,Website,1029755.56,4,801.065,0,C1 — Global Investors
C0582,Individual,F,Usa,Washington,83,Investment,3,Yes,Website,708559.1499999999,3,791.0400000000001,0,C1 — Global Investors
C0583,Individual,M,Usa,California,37,Home,2,No,Agency,1237228.18,4,996.7025,1,C1 — Global Investors
C0584,Individual,F,Usa,California,41,Home,5,No,Website,1135691.62,3,1350.9733333333334,1,C1 — Global Investors
C0585,Individual,M,Usa,Colorado,62,Home,3,No,Agency,1003690.1799999999,4,886.4275,0,C1 — Global Investors
C0586,Individual,M,Usa,California,46,Home,2,Yes,Client,1226524.31,3,1286.4266666666667,1,C1 — Global Investors
C0587,Individual,F,Usa,New York,31,Home,4,No,Website,1093439.8399999999,4,911.785,1,C1 — Global Investors
C0588,Individual,F,Usa,Florida,34,Home,2,No,Website,1495976.1400000001,4,1271.345,2,C1 — Global Investors
C0589,Individual,M,Usa,Texas,77,Investment,5,No,Client,1982246.22,4,1699.3675,2,C1 — Global Investors
C0590,Individual,M,Uk,Scotland,57,Investment,2,No,Website,1105388.8900000001,4,935.765,1,C1 — Global Investors
C0591,Individual,F,Usa,Nevada,55,Home,1,No,Website,1336217.65,3,1460.493333333333,1,C1 — Global Investors
C0592,Individual,M,Usa,Arizona,51,Investment,2,No,Client,787516.58,3,851.4266666666667,1,C1 — Global Investors
C0593,Individual,F,Usa,California,71,Home,2,Yes,Agency,2012063.38,4,1575.1075,2,C1 — Global Investors
C0594,Individual,F,Usa,Utah,81,Home,1,No,Agency,1137572.87,3,1221.6766666666665,1,C1 — Global Investors
C0595,Individual,F,Usa,Utah,57,Home,3,No,Agency,914304.97,3,934.4333333333334,0,C1 — Global Investors
C0596,Individual,M,Usa,Nevada,47,Home,4,No,Agency,1094771.49,4,1023.9675,0,C1 — Global Investors
C0597,Individual,M,Uk,Northern Ireland,37,Home,2,Yes,Website,976844.1699999999,3,1033.6200000000001,1,C1 — Global Investors
C0598,Individual,M,Usa,Colorado,74,Investment,4,No,Website,1398930.7000000002,4,1135.53,1,C1 — Global Investors
C0599,Individual,F,Canada,Alberta,25,Home,2,No,Agency,1162815.78,3,1354.0866666666668,1,C1 — Global Investors
C0600,Individual,M,Usa,Oregon,39,Investment,1,No,Client,917709.61,3,1042.71,1,C1 — Global Investors
C0601,Individual,F,Usa,California,51,Home,4,No,Website,1700411.72,4,1307.3,2,C1 — Global Investors
C0602,Individual,M,Germany,Bavaria,39,Home,4,No,Agency,905508.82,4,748.33,0,C1 — Global Investors
C0603,Individual,F,Usa,New York,29,Home,4,Yes,Agency,1218095.3,4,1027.81,1,C1 — Global Investors
C0604,Individual,F,Belgium,Wallonia,25,Home,1,No,Agency,791133.03,3,919.0466666666666,0,C1 — Global Investors
C0605,Individual,M,Usa,Utah,49,Home,4,Yes,Agency,1407314.33,4,1267.07,0,C1 — Global Investors
C0606,Individual,F,France,Ile-De-France,74,Investment,1,No,Website,1070969.53,3,1146.2633333333333,1,C1 — Global Investors
C0607,Individual,M,Usa,California,61,Home,1,No,Agency,1125230.1199999999,3,1371.6133333333335,1,C1 — Global Investors
C0608,Individual,M,Usa,California,67,Home,4,No,Agency,1201411.56,4,1018.5225,0,C1 — Global Investors
C0609,Individual,F,Usa,Washington,62,Home,4,No,Agency,1307567.64,4,1255.1325000000002,1,C1 — Global Investors
C0610,Individual,F,Usa,California,53,Investment,4,No,Website,1178597.68,3,1339.73,1,C1 — Global Investors
C0611,Individual,M,Usa,California,73,Home,4,No,Agency,1142671.94,4,997.415,1,C1 — Global Investors
C0612,Individual,M,Usa,Florida,63,Home,4,No,Agency,1671846.3,4,1389.15,2,C1 — Global Investors
C0613,Individual,F,Australia,Victoria,28,Home,4,No,Agency,1186019.52,3,1366.5633333333335,1,C1 — Global Investors
C0614,Individual,M,Uk,Wales,51,Home,3,Yes,Website,1025958.38,4,858.9825,0,C1 — Global Investors
C0615,Individual,M,Usa,Utah,66,Home,2,Yes,Website,919002.01,4,748.33,1,C1 — Global Investors
C0616,Individual,F,Usa,Virginia,60,Investment,1,Yes,Agency,1013364.3,3,1074.6233333333332,0,C1 — Global Investors
C0617,Individual,F,Usa,Ohio,37,Home,5,Yes,Website,766861.21,3,849.6366666666667,1,C1 — Global Investors
C0618,Individual,M,Usa,Texas,55,Home,3,No,Agency,982803.0,3,1113.29,0,C1 — Global Investors
C0619,Individual,F,Usa,Washington,53,Home,4,No,Website,1411977.41,3,1471.8999999999999,2,C1 — Global Investors
C0620,Individual,F,France,Brittany,63,Home,3,No,Website,1532429.29,3,1504.28,2,C1 — Global Investors
C0621,Individual,M,Germany,Bavaria,41,Investment,3,Yes,Agency,791609.11,3,869.7866666666667,1,C1 — Global Investors
C0622,Individual,F,Usa,Washington,36,Investment,2,No,Client,869334.73,3,980.8699999999999,1,C1 — Global Investors
C0623,Individual,M,Usa,Florida,37,Investment,3,Yes,Client,1410333.45,4,1146.02,0,C1 — Global Investors
C0624,Individual,M,Usa,Nevada,23,Investment,3,No,Agency,1215611.54,3,1413.8666666666668,1,C1 — Global Investors
C0625,Individual,F,Belgium,Flanders,40,Investment,2,Yes,Agency,1000166.88,4,851.0225,0,C1 — Global Investors
C0626,Individual,F,Germany,Hamburg,55,Investment,2,No,Website,1061694.1300000001,3,1244.5566666666666,1,C1 — Global Investors
C0627,Individual,F,Usa,Arizona,23,Home,3,No,Agency,1870806.42,4,1726.0575,2,C1 — Global Investors
C0628,Individual,M,Canada,British Columbia,38,Home,3,Yes,Agency,1623109.63,4,1250.39,2,C1 — Global Investors
C0629,Individual,F,Usa,California,77,Investment,2,No,Agency,961721.77,3,1129.1766666666665,1,C1 — Global Investors
C0630,Individual,M,Usa,California,58,Home,2,No,Website,1308077.6099999999,4,1075.5049999999999,0,C1 — Global Investors
C0631,Individual,F,Usa,California,57,Home,5,No,Website,1534891.22,4,1227.645,2,C1 — Global Investors
C0632,Individual,M,Uk,Northern Ireland,75,Home,4,No,Website,1146845.98,4,947.7475,1,C1 — Global Investors
C0633,Individual,F,Usa,Nevada,82,Home,3,No,Agency,1207516.26,4,928.745,1,C1 — Global Investors
C0634,Individual,M,Usa,Washington,43,Investment,4,Yes,Website,1181693.63,3,1393.1066666666666,0,C1 — Global Investors
C0635,Individual,F,Uk,Scotland,63,Investment,5,No,Website,1375700.03,3,1460.493333333333,0,C1 — Global Investors
C0636,Individual,F,France,Brittany,43,Home,5,No,Website,981810.0800000001,4,827.3575000000001,1,C1 — Global Investors
C0637,Individual,F,Usa,California,56,Home,2,No,Website,1602478.07,4,1296.5625,2,C1 — Global Investors
C0638,Individual,M,Usa,Ohio,48,Home,5,Yes,Website,1347045.42,4,1204.4975,0,C1 — Global Investors
C0639,Individual,M,Uk,Scotland,62,Home,3,Yes,Website,861670.72,3,1008.1300000000001,1,C1 — Global Investors
C0640,Individual,F,Usa,Utah,56,Home,3,No,Agency,772950.1699999999,3,915.6366666666667,1,C1 — Global Investors
C0641,Company,M,Usa,Arizona,29,Home,2,No,Agency,1217213.26,3,1240.6066666666666,3,C3 — Corporate Buyers
C0642,Individual,F,Usa,California,56,Home,4,No,Website,1027140.61,3,1161.5433333333333,1,C1 — Global Investors
C0643,Individual,F,Usa,California,49,Home,5,No,Website,928645.01,3,1016.5033333333334,1,C1 — Global Investors
C0644,Individual,F,Usa,California,67,Home,4,Yes,Agency,1549624.23,3,1630.1366666666665,2,C1 — Global Investors
C0645,Individual,M,Usa,Nevada,35,Home,2,No,Client,731453.53,3,862.11,1,C1 — Global Investors
C0646,Individual,F,Usa,Arizona,28,Investment,5,No,Agency,1325311.83,3,1464.0166666666667,1,C1 — Global Investors
C0647,Individual,F,Usa,California,77,Home,4,No,Agency,2115520.42,4,1676.3825,2,C1 — Global Investors
C0648,Individual,F,Usa,California,24,Home,1,Yes,Website,1142985.38,4,984.6475,1,C1 — Global Investors
C0649,Individual,F,Usa,California,28,Home,4,No,Agency,1401448.51,4,1136.6925,0,C1 — Global Investors
C0650,Company,M,France,Occitanie,47,Home,3,Yes,Client,799742.26,3,932.37,3,C3 — Corporate Buyers
C0651,Company,M,Usa,Washington,30,Home,1,No,Agency,1077094.73,4,948.7574999999999,3,C3 — Corporate Buyers
C0652,Individual,F,Usa,Washington,30,Home,2,No,Website,904157.22,3,985.5433333333334,1,C1 — Global Investors
C0653,Individual,M,Usa,Ohio,53,Home,2,No,Client,1215543.15,4,1053.27,0,C1 — Global Investors
C0654,Individual,M,Usa,New York,63,Home,2,Yes,Website,865293.89,3,1015.9399999999999,0,C1 — Global Investors
C0655,Individual,F,Usa,Nevada,73,Home,1,Yes,Agency,1071763.22,3,1138.4233333333334,1,C1 — Global Investors
C0656,Individual,F,Usa,Colorado,46,Home,5,No,Client,1288383.38,4,1190.4075,0,C1 — Global Investors
C0657,Individual,M,Usa,California,67,Home,2,No,Agency,1258111.3199999998,3,1338.1466666666668,1,C1 — Global Investors
C0658,Individual,F,Usa,Virginia,24,Home,3,Yes,Agency,1122021.28,3,1271.67,0,C1 — Global Investors
C0659,Individual,F,Usa,California,35,Home,4,Yes,Agency,1000550.86,4,832.615,0,C1 — Global Investors
C0660,Individual,M,Usa,Arizona,32,Home,4,Yes,Client,1148308.35,3,1337.0533333333333,1,C1 — Global Investors
C0661,Individual,F,Canada,Manitoba,62,Home,3,No,Website,1627713.0499999998,4,1299.3274999999999,2,C1 — Global Investors
C0662,Individual,F,Usa,California,66,Investment,3,No,Website,1520239.97,4,1175.235,1,C1 — Global Investors
C0663,Individual,M,Usa,California,65,Home,2,Yes,Agency,1544313.34,4,1234.8075,2,C1 — Global Investors
C0664,Individual,M,Canada,Alberta,65,Investment,5,Yes,Website,1063024.57,4,897.47,0,C1 — Global Investors
C0665,Individual,M,Usa,Colorado,64,Investment,1,No,Agency,704886.02,3,765.68,1,C1 — Global Investors
C0666,Individual,F,Usa,California,75,Investment,1,No,Website,1532074.27,4,1271.345,2,C1 — Global Investors
C0667,Individual,M,Usa,Arizona,57,Investment,2,No,Agency,1486560.06,4,1295.2649999999999,2,C1 — Global Investors
C0668,Individual,F,France,Ile-De-France,45,Investment,4,Yes,Website,987175.01,4,824.2025,1,C1 — Global Investors
C0669,Individual,F,Canada,British Columbia,65,Home,3,No,Agency,1366533.49,3,1599.3433333333332,2,C1 — Global Investors
C0670,Company,M,Usa,Nevada,47,Investment,4,No,Website,1631973.5499999998,3,1800.45,3,C3 — Corporate Buyers
C0671,Individual,M,Usa,Colorado,82,Home,4,Yes,Client,759678.12,3,849.6366666666667,1,C1 — Global Investors
C0672,Individual,F,Usa,California,56,Home,2,No,Website,1301968.05,3,1452.2633333333333,0,C1 — Global Investors
C0673,Individual,F,Usa,California,58,Home,4,No,Website,870503.9000000001,3,1012.96,1,C1 — Global Investors
C0674,Individual,F,Usa,California,37,Investment,4,No,Website,1733438.52,4,1365.9450000000002,2,C1 — Global Investors
C0675,Individual,F,Usa,Texas,54,Home,5,No,Website,1117159.17,3,1113.29,0,C1 — Global Investors
C0676,Individual,F,Usa,Nevada,81,Home,2,No,Agency,1022396.03,3,989.0566666666667,0,C1 — Global Investors
C0677,Individual,M,Usa,Arizona,42,Investment,2,No,Agency,1217015.1099999999,4,1024.3375,0,C1 — Global Investors
C0678,Individual,M,Usa,California,51,Home,4,Yes,Website,904050.87,3,897.3100000000001,0,C1 — Global Investors
C0679,Individual,F,Usa,Nevada,59,Home,1,No,Agency,1945371.6800000002,4,1726.0575,2,C1 — Global Investors
C0680,Individual,M,Usa,Utah,58,Investment,2,No,Agency,1533727.71,4,1333.2775,2,C1 — Global Investors
C0681,Company,F,Usa,California,46,Home,3,No,Agency,736696.97,4,658.8625,3,C3 — Corporate Buyers
C0682,Individual,M,Usa,California,50,Home,5,No,Website,1436006.22,4,1214.5625,2,C1 — Global Investors
C0683,Individual,M,Usa,Colorado,75,Home,2,Yes,Agency,1216565.53,3,1463.22,1,C1 — Global Investors
C0684,Individual,M,Usa,California,38,Home,1,No,Agency,1402625.45,4,1120.62,0,C1 — Global Investors
C0685,Individual,F,Usa,Washington,36,Home,5,No,Agency,1129835.06,3,1228.5033333333333,0,C1 — Global Investors
C0686,Individual,M,Usa,California,60,Home,1,Yes,Website,1250166.33,3,1369.7300000000002,1,C1 — Global Investors
C0687,Individual,F,Usa,Utah,64,Home,3,Yes,Website,1532604.0,4,1210.7375000000002,2,C1 — Global Investors
C0688,Individual,F,Usa,Colorado,55,Investment,5,Yes,Website,1093762.42,4,868.5725,0,C1 — Global Investors
C0689,Individual,F,Usa,California,25,Home,4,No,Website,1051259.37,3,1186.05,0,C1 — Global Investors
C0690,Individual,F,Usa,Oregon,38,Home,4,Yes,Agency,1402023.24,4,1150.3275,0,C1 — Global Investors
C0691,Individual,M,Usa,California,80,Investment,4,No,Agency,948552.89,4,816.16,1,C1 — Global Investors
C0692,Individual,M,Usa,Georgia,59,Investment,3,No,Agency,1206585.87,4,1011.5875,1,C1 — Global Investors
C0693,Individual,M,Usa,California,66,Investment,5,Yes,Agency,1831502.92,4,1498.6825,2,C1 — Global Investors
C0694,Company,M,Uk,Scotland,34,Investment,2,No,Website,1287767.07,4,1063.04,3,C3 — Corporate Buyers
C0695,Individual,M,Usa,Washington,76,Home,4,No,Website,870451.65,3,934.8733333333333,0,C1 — Global Investors
C0696,Individual,F,Usa,Washington,29,Investment,5,Yes,Agency,1417025.49,4,1246.6175,0,C1 — Global Investors
C0697,Individual,M,Usa,California,37,Investment,4,Yes,Agency,1203571.2,4,1036.6525,1,C1 — Global Investors
C0698,Individual,F,Usa,California,77,Home,2,Yes,Website,1560635.51,4,1286.9575,2,C1 — Global Investors
C0699,Individual,M,Usa,Washington,37,Home,1,Yes,Agency,1292445.15,3,1357.1933333333334,1,C1 — Global Investors
C0700,Individual,F,Usa,Washington,79,Home,5,No,Website,724453.7,3,851.4266666666667,1,C1 — Global Investors
C0701,Individual,F,Uk,England,61,Investment,1,No,Website,1318537.76,4,1050.5725,1,C1 — Global Investors
C0702,Individual,M,Usa,Arizona,57,Home,5,No,Agency,1215022.0,3,1303.7766666666666,1,C1 — Global Investors
C0703,Company,M,Usa,Colorado,39,Home,3,No,Website,938073.5700000001,3,1023.8800000000001,3,C3 — Corporate Buyers
C0704,Individual,F,Usa,Georgia,81,Home,4,No,Agency,1130778.86,3,1194.9266666666665,0,C1 — Global Investors
C0705,Individual,M,Usa,Nevada,83,Home,3,No,Website,1643383.67,3,1680.5266666666666,2,C1 — Global Investors
C0706,Individual,M,Uk,England,39,Investment,2,No,Client,1034954.84,3,1162.6166666666666,1,C1 — Global Investors
C0707,Individual,M,Usa,Virginia,28,Home,5,Yes,Website,1171255.22,4,956.935,0,C1 — Global Investors
C0708,Individual,M,Usa,California,59,Home,2,No,Client,1539340.8699999999,3,1523.6933333333334,2,C1 — Global Investors
C0709,Individual,F,Usa,Georgia,41,Home,2,Yes,Agency,1233960.52,4,1009.23,1,C1 — Global Investors
C0710,Individual,M,Usa,Oregon,77,Home,2,Yes,Agency,1158001.3599999999,4,939.3575,1,C1 — Global Investors
C0711,Individual,F,Usa,California,28,Investment,3,No,Agency,1045658.54,4,905.7525,0,C1 — Global Investors
C0712,Individual,M,Usa,California,32,Home,1,No,Agency,701688.31,3,842.68,0,C1 — Global Investors
C0713,Individual,F,Usa,California,26,Investment,3,No,Agency,946537.74,3,1125.17,1,C1 — Global Investors
C0714,Individual,M,Russia,Saint Petersburg,46,Home,3,No,Website,1520218.18,3,1680.5266666666666,2,C1 — Global Investors
C0715,Individual,F,Usa,Utah,41,Home,3,No,Website,1151372.75,3,1340.7666666666667,0,C1 — Global Investors
C0716,Individual,M,Uk,Northern Ireland,29,Home,1,No,Client,1173245.74,3,1334.1000000000001,0,C1 — Global Investors
C0717,Individual,F,Usa,Arizona,77,Investment,3,Yes,Agency,1000529.6699999999,3,1156.5633333333333,0,C1 — Global Investors
C0718,Individual,F,France,Ile-De-France,79,Home,2,Yes,Website,900157.9099999999,3,1123.8033333333333,0,C1 — Global Investors
C0719,Individual,M,Usa,California,49,Investment,2,Yes,Agency,912916.77,3,1023.8800000000001,1,C1 — Global Investors
C0720,Individual,F,Usa,California,42,Investment,1,Yes,Agency,844316.69,4,678.3725,0,C1 — Global Investors
C0721,Individual,F,Usa,Florida,24,Home,4,No,Website,1167212.02,4,939.4875,0,C1 — Global Investors
C0722,Individual,F,Usa,Texas,80,Home,1,No,Website,936104.05,3,1033.4833333333333,1,C1 — Global Investors
C0723,Individual,F,Germany,North Rhine-Westphalia,24,Home,3,Yes,Website,1554043.79,3,1671.7666666666667,2,C1 — Global Investors
C0724,Individual,M,Usa,Arizona,63,Investment,4,Yes,Agency,1564795.28,4,1255.1325000000002,2,C1 — Global Investors
C0725,Individual,F,Usa,New York,40,Home,3,No,Website,1557779.53,3,1733.68,2,C1 — Global Investors
C0726,Individual,F,Usa,Georgia,46,Home,4,No,Website,1055406.17,4,901.245,0,C1 — Global Investors
C0727,Individual,M,Usa,California,82,Investment,3,Yes,Client,1924218.25,4,1425.7675,2,C1 — Global Investors
C0728,Individual,M,Usa,California,52,Home,3,Yes,Agency,896046.43,3,934.8733333333333,0,C1 — Global Investors
C0729,Individual,M,Usa,Washington,79,Investment,3,Yes,Agency,1100578.42,3,1280.28,0,C1 — Global Investors
C0730,Individual,M,Usa,California,35,Investment,4,No,Website,1395460.54,3,1435.6633333333332,1,C1 — Global Investors
C0731,Individual,M,Usa,California,23,Home,5,No,Agency,2163873.35,4,1699.3675,2,C1 — Global Investors
C0732,Individual,M,Usa,Oregon,38,Home,5,No,Website,1763602.47,4,1454.35,2,C1 — Global Investors
C0733,Individual,F,Usa,Nevada,47,Home,5,No,Agency,1610480.1,3,1609.0333333333335,2,C1 — Global Investors
C0734,Individual,F,Usa,Virginia,42,Investment,5,Yes,Client,894573.22,3,1077.3333333333333,0,C1 — Global Investors
C0735,Individual,M,Germany,Hesse,29,Investment,4,No,Website,1082670.51,3,1129.1766666666665,0,C1 — Global Investors
C0736,Individual,M,Usa,Utah,81,Investment,3,No,Agency,961660.45,3,1049.5133333333333,1,C1 — Global Investors
C0737,Individual,M,Usa,California,45,Investment,3,No,Agency,1271295.42,3,1435.6633333333332,1,C1 — Global Investors
C0738,Individual,M,Usa,Texas,43,Home,5,No,Website,1217179.49,4,955.7625,1,C1 — Global Investors
C0739,Individual,M,Usa,California,58,Home,2,No,Agency,1239915.48,4,1096.12,0,C1 — Global Investors
C0740,Individual,F,Usa,Utah,57,Investment,1,No,Client,1150084.72,3,1176.2366666666667,0,C1 — Global Investors
C0741,Individual,F,Usa,California,61,Home,2,No,Website,808100.3,3,952.0733333333334,0,C1 — Global Investors
C0742,Individual,M,Uk,Wales,43,Home,1,Yes,Website,943082.4199999999,3,1078.7866666666666,0,C1 — Global Investors
C0743,Individual,M,Usa,Oregon,51,Investment,4,Yes,Website,973707.31,3,1145.4666666666665,1,C1 — Global Investors
C0744,Individual,F,Usa,Virginia,73,Home,1,No,Website,947393.7,3,939.3299999999999,0,C1 — Global Investors
C0745,Individual,F,Usa,California,26,Investment,5,No,Website,1137226.12,4,940.485,1,C1 — Global Investors
C0746,Individual,M,Uk,Scotland,67,Home,4,No,Website,1485041.45,4,1120.62,2,C1 — Global Investors
C0747,Individual,M,Usa,Florida,31,Home,4,Yes,Website,1321142.35,3,1435.6633333333332,0,C1 — Global Investors
